Deck Name,Total Price,Card Name,Card Quantity,Card Price
Jeskai Control,1223.23,Polluted Delta,1,48.95
Jeskai Control,1223.23,Raugrin Triome,2,25.16
Jeskai Control,1223.23,Scalding Tarn,1,33.11
Jeskai Control,1223.23,Steam Vents,1,15.27
Jeskai Control,1223.23,Chalice of the Void,1,68.0
Jeskai Control,1223.23,Alpine Moon,1,8.0
Jeskai Control,1223.23,Flusterstorm,1,27.05
Jeskai Control,1223.23,Celestial Purge,2,0.52
Jeskai Control,1223.23,Dovin's Veto,2,6.18
Jeskai Control,1223.23,Rest in Peace,2,12.9
Jeskai Control,1223.23,Mystical Dispute,1,1.05
Jeskai Control,1223.23,Crumble to Dust,1,0.25
Jeskai Control,1223.23,Wear // Tear,1,2.4
Jeskai Control,1223.23,Shark Typhoon,1,10.62
Jeskai Control,1223.23,"Emrakul, the Promised End",1,43.74
Mono-Green Tron,752.96,Walking Ballista,1,16.58
Mono-Green Tron,752.96,Wurmcoil Engine,2,45.92
Mono-Green Tron,752.96,Sundering Titan,1,0.79
Mono-Green Tron,752.96,"Ulamog, the Ceaseless Hunger",2,110.3
Mono-Green Tron,752.96,"Emrakul, the Promised End",1,43.74
Mono-Green Tron,752.96,"Karn, the Great Creator",4,44.0
Mono-Green Tron,752.96,Karn Liberated,4,117.24
Mono-Green Tron,752.96,"Ugin, the Spirit Dragon",2,47.9
Mono-Green Tron,752.96,Ancient Stirrings,4,1.64
Mono-Green Tron,752.96,Sylvan Scrying,4,2.0
Mono-Green Tron,752.96,All Is Dust,1,8.67
Mono-Green Tron,752.96,Chromatic Sphere,4,3.28
Mono-Green Tron,752.96,Chromatic Star,4,1.96
Mono-Green Tron,752.96,Expedition Map,4,7.88
Mono-Green Tron,752.96,Relic of Progenitus,2,11.74
Mono-Green Tron,752.96,Oblivion Stone,2,5.64
Mono-Green Tron,752.96,Blast Zone,1,3.27
Mono-Green Tron,752.96,Forest,3,0.0
Mono-Green Tron,752.96,Sanctum of Ugin,1,1.19
Mono-Green Tron,752.96,Urza's Mine,4,3.16
Mono-Green Tron,752.96,Urza's Power Plant,4,3.4
Mono-Green Tron,752.96,Urza's Tower,4,3.12
Mono-Green Tron,752.96,"Yavimaya, Cradle of Growth",1,11.99
Mono-Green Tron,752.96,Chalice of the Void,1,68.0
Mono-Green Tron,752.96,Walking Ballista,1,16.58
Mono-Green Tron,752.96,Grafdigger's Cage,1,2.09
Mono-Green Tron,752.96,Nature's Claim,3,3.57
Mono-Green Tron,752.96,Pithing Needle,1,1.0
Mono-Green Tron,752.96,Liquimetal Coating,1,1.17
Mono-Green Tron,752.96,Torpor Orb,1,19.85
Mono-Green Tron,752.96,Ensnaring Bridge,1,21.06
Mono-Green Tron,752.96,Force of Vigor,2,51.92
Mono-Green Tron,752.96,Thragtusk,1,0.5
Mono-Green Tron,752.96,Sundering Titan,1,0.79
Mono-Green Tron,752.96,"Kozilek, Butcher of Truth",1,71.02
Gruul Midrange,1219.69,Arbor Elf,4,2.72
Gruul Midrange,1219.69,Bonecrusher Giant,4,3.24
Gruul Midrange,1219.69,Endurance,3,109.41
Gruul Midrange,1219.69,Seasoned Pyromancer,4,140.36
Gruul Midrange,1219.69,Moonveil Regent,2,6.4
Gruul Midrange,1219.69,"Thrun, the Last Troll",2,6.22
Gruul Midrange,1219.69,Fury,4,88.0
Gruul Midrange,1219.69,Wrenn and Six,2,205.98
Gruul Midrange,1219.69,"Chandra, Torch of Defiance",1,7.98
Gruul Midrange,1219.69,Lightning Bolt,4,8.04
Gruul Midrange,1219.69,Shatterskull Smashing,1,9.1
Gruul Midrange,1219.69,Utopia Sprawl,4,21.16
Gruul Midrange,1219.69,Blood Moon,4,73.56
Gruul Midrange,1219.69,Forest,6,0.0
Gruul Midrange,1219.69,Mountain,1,0.0
Gruul Midrange,1219.69,Prismatic Vista,1,28.0
Gruul Midrange,1219.69,Stomping Ground,4,41.52
Gruul Midrange,1219.69,Verdant Catacombs,3,76.14
Gruul Midrange,1219.69,Windswept Heath,2,59.46
Gruul Midrange,1219.69,Wooded Foothills,4,156.2
Gruul Midrange,1219.69,Pithing Needle,3,3.0
Gruul Midrange,1219.69,Relic of Progenitus,2,11.74
Gruul Midrange,1219.69,Veil of Summer,2,17.54
Gruul Midrange,1219.69,Ancient Grudge,2,0.5
Gruul Midrange,1219.69,Endurance,1,36.47
Gruul Midrange,1219.69,Force of Vigor,4,103.84
Gruul Midrange,1219.69,"Thrun, the Last Troll",1,3.11
Belcher,426.73,"Kaheera, the Orphanguard",1,1.33
Belcher,426.73,Fury,3,66.0
Belcher,426.73,Pact of Negation,3,38.13
Belcher,426.73,Pact of the Titan,1,0.4
Belcher,426.73,Infernal Plunge,1,0.3
Belcher,426.73,Spikefield Hazard,4,1.2
Belcher,426.73,Strike It Rich,3,1.32
Belcher,426.73,Desperate Ritual,4,5.96
Belcher,426.73,Manamorphose,4,18.0
Belcher,426.73,Pyretic Ritual,4,14.24
Belcher,426.73,Shatterskull Smashing,4,36.4
Belcher,426.73,Bala Ged Recovery,3,11.91
Belcher,426.73,Recross the Paths,4,6.32
Belcher,426.73,Valakut Awakening,4,28.96
Belcher,426.73,Irencrag Feat,3,1.8
Belcher,426.73,Reforge the Soul,2,21.98
Belcher,426.73,Emeria's Call,4,18.0
Belcher,426.73,Turntimber Symbiosis,4,13.0
Belcher,426.73,Goblin Charbelcher,4,6.44
Belcher,426.73,Pyromancer Ascension,1,0.5
Belcher,426.73,Nature's Claim,1,1.19
Belcher,426.73,Veil of Summer,3,26.31
Belcher,426.73,Magus of the Moon,3,13.2
Belcher,426.73,Force of Vigor,3,77.88
Belcher,426.73,Leyline of Sanctity,4,15.96
Prowess,856.13,Lurrus of the Dream-Den,1,6.92
Prowess,856.13,Dragon's Rage Channeler,4,10.6
Prowess,856.13,Monastery Swiftspear,4,5.28
Prowess,856.13,"Ragavan, Nimble Pilferer",4,345.28
Prowess,856.13,Soul-Scar Mage,4,5.96
Prowess,856.13,Lava Dart,4,1.0
Prowess,856.13,Lightning Bolt,4,8.04
Prowess,856.13,Path to Exile,2,8.94
Prowess,856.13,Prismatic Ending,3,11.13
Prowess,856.13,Reckless Impulse,4,1.0
Prowess,856.13,Light Up the Stage,4,1.64
Prowess,856.13,Mishra's Bauble,4,44.52
Prowess,856.13,Arid Mesa,1,19.99
Prowess,856.13,Bloodstained Mire,2,79.98
Prowess,856.13,Inspiring Vantage,4,35.52
Prowess,856.13,Sacred Foundry,3,59.82
Prowess,856.13,Snow-Covered Mountain,3,2.25
Prowess,856.13,Sunbaked Canyon,4,82.84
Prowess,856.13,Wooded Foothills,2,78.1
Prowess,856.13,Alpine Moon,2,16.0
Prowess,856.13,Path to Exile,2,8.94
Prowess,856.13,Prismatic Ending,1,3.71
Prowess,856.13,Relic of Progenitus,1,5.87
Prowess,856.13,Soul-Guide Lantern,2,4.84
Prowess,856.13,Deflecting Palm,2,2.12
Prowess,856.13,Kor Firewalker,2,1.04
Prowess,856.13,Wear // Tear,2,4.8
Rakdos Midrange,1366.06,Lurrus of the Dream-Den,1,6.92
Rakdos Midrange,1366.06,Dragon's Rage Channeler,4,10.6
Rakdos Midrange,1366.06,"Ragavan, Nimble Pilferer",4,345.28
Rakdos Midrange,1366.06,Dauthi Voidwalker,2,20.46
Rakdos Midrange,1366.06,"Kroxa, Titan of Death's Hunger",3,69.0
Rakdos Midrange,1366.06,"Tourach, Dread Cantor",3,19.95
Rakdos Midrange,1366.06,Inquisition of Kozilek,3,9.3
Rakdos Midrange,1366.06,Lightning Bolt,3,6.03
Rakdos Midrange,1366.06,Thoughtseize,4,59.88
Rakdos Midrange,1366.06,Unholy Heat,4,2.0
Rakdos Midrange,1366.06,Terminate,2,1.88
Rakdos Midrange,1366.06,Kolaghan's Command,2,21.5
Rakdos Midrange,1366.06,Mishra's Bauble,4,44.52
Rakdos Midrange,1366.06,Blackcleave Cliffs,3,99.0
Rakdos Midrange,1366.06,Blood Crypt,3,50.64
Rakdos Midrange,1366.06,Bloodstained Mire,4,159.96
Rakdos Midrange,1366.06,Den of the Bugbear,3,25.41
Rakdos Midrange,1366.06,Graven Cairns,2,19.26
Rakdos Midrange,1366.06,Mountain,1,0.0
Rakdos Midrange,1366.06,Polluted Delta,1,48.95
Rakdos Midrange,1366.06,"Shinka, the Bloodsoaked Keep",1,30.01
Rakdos Midrange,1366.06,"Shizo, Death's Storehouse",1,31.87
Rakdos Midrange,1366.06,Swamp,2,0.0
Rakdos Midrange,1366.06,"Urborg, Tomb of Yawgmoth",1,30.9
Rakdos Midrange,1366.06,Chalice of the Void,2,136.0
Rakdos Midrange,1366.06,Engineered Explosives,2,37.98
Rakdos Midrange,1366.06,Alpine Moon,3,24.0
Rakdos Midrange,1366.06,Nihil Spellbomb,2,1.04
Rakdos Midrange,1366.06,Pyrite Spellbomb,1,0.25
Rakdos Midrange,1366.06,Collective Brutality,2,8.7
Rakdos Midrange,1366.06,Dark Confidant,1,34.54
Rakdos Midrange,1366.06,Dauthi Voidwalker,1,10.23
Indomitable Creativity,1309.56,Serra's Emissary,1,4.27
Indomitable Creativity,1309.56,"Emrakul, the Aeons Torn",1,46.9
Indomitable Creativity,1309.56,Wrenn and Six,4,411.96
Indomitable Creativity,1309.56,"Teferi, Time Raveler",4,75.6
Indomitable Creativity,1309.56,"Jace, the Mind Sculptor",2,119.2
Indomitable Creativity,1309.56,"Nahiri, the Harbinger",1,1.57
Indomitable Creativity,1309.56,Hard Evidence,3,0.66
Indomitable Creativity,1309.56,Lightning Bolt,2,4.02
Indomitable Creativity,1309.56,Prismatic Ending,4,14.84
Indomitable Creativity,1309.56,Remand,3,9.9
Indomitable Creativity,1309.56,Indomitable Creativity,4,21.68
Indomitable Creativity,1309.56,Prismari Command,3,18.0
Indomitable Creativity,1309.56,Fire // Ice,4,1.2
Indomitable Creativity,1309.56,Arid Mesa,4,79.96
Indomitable Creativity,1309.56,Dwarven Mine,4,1.0
Indomitable Creativity,1309.56,Island,1,0.0
Indomitable Creativity,1309.56,Ketria Triome,1,11.99
Indomitable Creativity,1309.56,Plains,1,0.0
Indomitable Creativity,1309.56,Raugrin Triome,1,12.58
Indomitable Creativity,1309.56,Sacred Foundry,1,19.94
Indomitable Creativity,1309.56,Scalding Tarn,4,132.44
Indomitable Creativity,1309.56,Steam Vents,2,30.54
Indomitable Creativity,1309.56,Stomping Ground,1,10.38
Indomitable Creativity,1309.56,Wooded Foothills,4,156.2
Indomitable Creativity,1309.56,Alpine Moon,1,8.0
Indomitable Creativity,1309.56,Blossoming Calm,1,0.25
Indomitable Creativity,1309.56,Flusterstorm,2,54.1
Indomitable Creativity,1309.56,Veil of Summer,2,17.54
Indomitable Creativity,1309.56,Dovin's Veto,2,6.18
Indomitable Creativity,1309.56,Lightning Helix,2,2.12
Indomitable Creativity,1309.56,Rest in Peace,2,12.9
Indomitable Creativity,1309.56,Wear // Tear,1,2.4
Indomitable Creativity,1309.56,Shark Typhoon,2,21.24
Dredge,534.38,Golgari Thug,4,4.0
Dredge,534.38,Narcomoeba,4,2.0
Dredge,534.38,Prized Amalgam,4,6.72
Dredge,534.38,Silversmote Ghoul,3,0.9
Dredge,534.38,Stinkweed Imp,4,3.96
Dredge,534.38,Ox of Agonas,2,7.54
Dredge,534.38,Conflagrate,1,0.25
Dredge,534.38,Darkblast,4,2.0
Dredge,534.38,Otherworldly Gaze,4,1.28
Dredge,534.38,Cathartic Reunion,4,1.0
Dredge,534.38,Thrilling Discovery,4,1.28
Dredge,534.38,Creeping Chill,4,2.0
Dredge,534.38,Blackcleave Cliffs,3,99.0
Dredge,534.38,City of Brass,4,80.04
Dredge,534.38,Gemstone Mine,4,28.16
Dredge,534.38,Inspiring Vantage,1,8.88
Dredge,534.38,Mana Confluence,4,96.0
Dredge,534.38,Spirebluff Canal,2,30.88
Dredge,534.38,Gemstone Caverns,3,83.64
Dredge,534.38,Inquisition of Kozilek,1,3.1
Dredge,534.38,Prismatic Ending,2,7.42
Dredge,534.38,Thoughtseize,3,44.91
Dredge,534.38,Ancient Grudge,2,0.5
Dredge,534.38,Leyline of Sanctity,3,11.97
Dredge,534.38,Leyline of the Void,1,6.95
Selesnya Hardened Scales,1082.13,Lurrus of the Dream-Den,1,6.92
Selesnya Hardened Scales,1082.13,Hangarback Walker,4,20.32
Selesnya Hardened Scales,1082.13,Walking Ballista,4,66.32
Selesnya Hardened Scales,1082.13,Arcbound Worker,1,0.39
Selesnya Hardened Scales,1082.13,Esper Sentinel,3,69.72
Selesnya Hardened Scales,1082.13,"Zabaz, the Glimmerwasp",4,1.96
Selesnya Hardened Scales,1082.13,Arcbound Ravager,4,73.4
Selesnya Hardened Scales,1082.13,Ingenious Smith,4,5.96
Selesnya Hardened Scales,1082.13,Welding Jar,1,1.0
Selesnya Hardened Scales,1082.13,Animation Module,1,1.0
Selesnya Hardened Scales,1082.13,Shadowspear,1,19.71
Selesnya Hardened Scales,1082.13,Springleaf Drum,1,2.25
Selesnya Hardened Scales,1082.13,The Ozolith,3,48.66
Selesnya Hardened Scales,1082.13,Throne of Geth,1,0.38
Selesnya Hardened Scales,1082.13,Hardened Scales,4,35.24
Selesnya Hardened Scales,1082.13,Forest,2,0.0
Selesnya Hardened Scales,1082.13,Inkmoth Nexus,4,179.92
Selesnya Hardened Scales,1082.13,Llanowar Reborn,2,0.8
Selesnya Hardened Scales,1082.13,Pendelhaven,1,3.38
Selesnya Hardened Scales,1082.13,Plains,1,0.0
Selesnya Hardened Scales,1082.13,Sacred Foundry,1,19.94
Selesnya Hardened Scales,1082.13,Stomping Ground,1,10.38
Selesnya Hardened Scales,1082.13,Temple Garden,1,10.8
Selesnya Hardened Scales,1082.13,Urza's Saga,4,177.56
Selesnya Hardened Scales,1082.13,Windswept Heath,4,118.92
Selesnya Hardened Scales,1082.13,Wooded Foothills,3,117.15
Selesnya Hardened Scales,1082.13,Grafdigger's Cage,1,2.09
Selesnya Hardened Scales,1082.13,Nature's Claim,2,2.38
Selesnya Hardened Scales,1082.13,Path to Exile,1,4.47
Selesnya Hardened Scales,1082.13,Pithing Needle,1,1.0
Selesnya Hardened Scales,1082.13,Prismatic Ending,3,11.13
Selesnya Hardened Scales,1082.13,Relic of Progenitus,2,11.74
Selesnya Hardened Scales,1082.13,Veil of Summer,2,17.54
Selesnya Hardened Scales,1082.13,Torpor Orb,2,39.7
Thopter Combo,1766.88,"Yorion, Sky Nomad",1,2.75
Thopter Combo,1766.88,Stoneforge Mystic,4,186.4
Thopter Combo,1766.88,"Urza, Lord High Artificer",4,184.96
Thopter Combo,1766.88,Solitude,4,220.0
Thopter Combo,1766.88,"Teferi, Time Raveler",4,75.6
Thopter Combo,1766.88,Prismatic Ending,4,14.84
Thopter Combo,1766.88,Counterspell,4,6.04
Thopter Combo,1766.88,Metallic Rebuke,3,0.75
Thopter Combo,1766.88,Whir of Invention,3,8.01
Thopter Combo,1766.88,Chalice of the Void,4,272.0
Thopter Combo,1766.88,Engineered Explosives,2,37.98
Thopter Combo,1766.88,Mishra's Bauble,4,44.52
Thopter Combo,1766.88,Aether Spellbomb,1,0.28
Thopter Combo,1766.88,Portable Hole,1,1.87
Thopter Combo,1766.88,Shadowspear,1,19.71
Thopter Combo,1766.88,Soul-Guide Lantern,1,2.42
Thopter Combo,1766.88,Springleaf Drum,1,2.25
Thopter Combo,1766.88,Sword of the Meek,1,2.49
Thopter Combo,1766.88,Thopter Foundry,3,1.17
Thopter Combo,1766.88,Kaldra Compleat,1,6.08
Thopter Combo,1766.88,Flooded Strand,4,161.28
Thopter Combo,1766.88,Hallowed Fountain,2,17.9
Thopter Combo,1766.88,Island,4,0.0
Thopter Combo,1766.88,Marsh Flats,4,76.04
Thopter Combo,1766.88,Misty Rainforest,2,60.0
Thopter Combo,1766.88,Plains,1,0.0
Thopter Combo,1766.88,Polluted Delta,1,48.95
Thopter Combo,1766.88,Raugrin Triome,1,12.58
Thopter Combo,1766.88,Razortide Bridge,1,0.35
Thopter Combo,1766.88,Scalding Tarn,1,33.11
Thopter Combo,1766.88,Seachrome Coast,4,50.96
Thopter Combo,1766.88,Urza's Saga,4,177.56
Thopter Combo,1766.88,Watery Grave,1,12.99
Thopter Combo,1766.88,Nihil Spellbomb,1,0.52
Thopter Combo,1766.88,Pithing Needle,1,1.0
Thopter Combo,1766.88,Portable Hole,1,1.87
Thopter Combo,1766.88,Aether Gust,3,1.5
Thopter Combo,1766.88,Damping Sphere,1,1.77
Thopter Combo,1766.88,Spreading Seas,3,15.69
Thopter Combo,1766.88,Sunset Revelry,3,1.92
Thopter Combo,1766.88,Witchbane Orb,1,0.77
Generic Ragavan,1153.4,Dragon's Rage Channeler,4,10.6
Generic Ragavan,1153.4,"Ragavan, Nimble Pilferer",4,345.28
Generic Ragavan,1153.4,Dreadhorde Arcanist,3,5.94
Generic Ragavan,1153.4,"Kroxa, Titan of Death's Hunger",1,23.0
Generic Ragavan,1153.4,Young Pyromancer,2,1.0
Generic Ragavan,1153.4,Lurrus of the Dream-Den,1,6.92
Generic Ragavan,1153.4,Fatal Push,1,2.45
Generic Ragavan,1153.4,Inquisition of Kozilek,3,9.3
Generic Ragavan,1153.4,Prismatic Ending,3,11.13
Generic Ragavan,1153.4,Thoughtseize,3,44.91
Generic Ragavan,1153.4,Unholy Heat,3,1.5
Generic Ragavan,1153.4,Terminate,1,0.94
Generic Ragavan,1153.4,Kolaghan's Command,2,21.5
Generic Ragavan,1153.4,Lingering Souls,3,1.35
Generic Ragavan,1153.4,Mishra's Bauble,3,33.39
Generic Ragavan,1153.4,Blood Moon,2,36.78
Generic Ragavan,1153.4,Arid Mesa,3,59.97
Generic Ragavan,1153.4,Blackcleave Cliffs,3,99.0
Generic Ragavan,1153.4,Blood Crypt,2,33.76
Generic Ragavan,1153.4,Bloodstained Mire,2,79.98
Generic Ragavan,1153.4,Godless Shrine,1,13.37
Generic Ragavan,1153.4,Graven Cairns,2,19.26
Generic Ragavan,1153.4,Inspiring Vantage,1,8.88
Generic Ragavan,1153.4,Marsh Flats,4,76.04
Generic Ragavan,1153.4,Plains,1,0.0
Generic Ragavan,1153.4,Sacred Foundry,1,19.94
Generic Ragavan,1153.4,Swamp,1,0.0
Generic Ragavan,1153.4,Chalice of the Void,1,68.0
Generic Ragavan,1153.4,Engineered Explosives,2,37.98
Generic Ragavan,1153.4,Dauthi Voidwalker,3,30.69
Generic Ragavan,1153.4,Stony Silence,1,5.11
Generic Ragavan,1153.4,Terminate,1,0.94
Generic Ragavan,1153.4,"Tourach, Dread Cantor",2,13.3
Generic Ragavan,1153.4,Blood Moon,1,18.39
Generic Ragavan,1153.4,Kaya's Guile,2,8.0
Generic Ragavan,1153.4,Wear // Tear,2,4.8
Naya Midrange,1302.78,"Obosh, the Preypiercer",1,0.59
Naya Midrange,1302.78,Arbor Elf,4,2.72
Naya Midrange,1302.78,"Ragavan, Nimble Pilferer",4,345.28
Naya Midrange,1302.78,Endurance,3,109.41
Naya Midrange,1302.78,"Klothys, God of Destiny",2,14.92
Naya Midrange,1302.78,Seasoned Pyromancer,4,140.36
Naya Midrange,1302.78,Fury,4,88.0
Naya Midrange,1302.78,Stormbreath Dragon,2,4.86
Naya Midrange,1302.78,Lightning Bolt,4,8.04
Naya Midrange,1302.78,Prismatic Ending,4,14.84
Naya Midrange,1302.78,Utopia Sprawl,4,21.16
Naya Midrange,1302.78,Blood Moon,4,73.56
Naya Midrange,1302.78,Arid Mesa,1,19.99
Naya Midrange,1302.78,Forest,4,0.0
Naya Midrange,1302.78,Horizon Canopy,1,25.4
Naya Midrange,1302.78,Mountain,1,0.0
Naya Midrange,1302.78,Plains,1,0.0
Naya Midrange,1302.78,Sacred Foundry,1,19.94
Naya Midrange,1302.78,Stomping Ground,2,20.76
Naya Midrange,1302.78,Temple Garden,1,10.8
Naya Midrange,1302.78,Verdant Catacombs,1,25.38
Naya Midrange,1302.78,Windswept Heath,4,118.92
Naya Midrange,1302.78,Wooded Foothills,4,156.2
Naya Midrange,1302.78,Blossoming Calm,2,0.5
Naya Midrange,1302.78,Path to Exile,2,8.94
Naya Midrange,1302.78,Veil of Summer,3,26.31
Naya Midrange,1302.78,Endurance,1,36.47
Naya Midrange,1302.78,Kitchen Finks,2,1.98
Naya Midrange,1302.78,Pillage,1,0.25
Naya Midrange,1302.78,Wear // Tear,3,7.2
Elementals,1836.34,"Yorion, Sky Nomad",1,2.75
Elementals,1836.34,Voice of Resurgence,4,12.48
Elementals,1836.34,Endurance,1,36.47
Elementals,1836.34,Risen Reef,4,7.92
Elementals,1836.34,"Omnath, Locus of Creation",4,45.72
Elementals,1836.34,Subtlety,1,6.09
Elementals,1836.34,Fury,4,88.0
Elementals,1836.34,Mulldrifter,4,1.6
Elementals,1836.34,Solitude,4,220.0
Elementals,1836.34,"Titania, Protector of Argoth",1,1.45
Elementals,1836.34,"Teferi, Time Raveler",4,75.6
Elementals,1836.34,Ephemerate,4,5.2
Elementals,1836.34,Lightning Bolt,3,6.03
Elementals,1836.34,Prismatic Ending,4,14.84
Elementals,1836.34,Eladamri's Call,3,20.97
Elementals,1836.34,Oath of Nissa,4,10.4
Elementals,1836.34,Arid Mesa,1,19.99
Elementals,1836.34,Breeding Pool,1,21.93
Elementals,1836.34,Cavern of Souls,4,340.96
Elementals,1836.34,Flooded Strand,4,161.28
Elementals,1836.34,Hallowed Fountain,1,8.95
Elementals,1836.34,Horizon Canopy,1,25.4
Elementals,1836.34,Ketria Triome,1,11.99
Elementals,1836.34,Misty Rainforest,4,120.0
Elementals,1836.34,Raugrin Triome,1,12.58
Elementals,1836.34,Sacred Foundry,1,19.94
Elementals,1836.34,Snow-Covered Forest,1,1.0
Elementals,1836.34,Snow-Covered Island,1,1.25
Elementals,1836.34,Snow-Covered Plains,1,0.38
Elementals,1836.34,Steam Vents,1,15.27
Elementals,1836.34,Stomping Ground,1,10.38
Elementals,1836.34,Temple Garden,1,10.8
Elementals,1836.34,Waterlogged Grove,1,7.54
Elementals,1836.34,Windswept Heath,4,118.92
Elementals,1836.34,Wooded Foothills,1,39.05
Elementals,1836.34,Engineered Explosives,2,37.98
Elementals,1836.34,Alpine Moon,1,8.0
Elementals,1836.34,Veil of Summer,2,17.54
Elementals,1836.34,Rest in Peace,2,12.9
Elementals,1836.34,Force of Negation,3,223.92
Elementals,1836.34,Wispmare,1,0.33
Elementals,1836.34,Force of Vigor,1,25.96
Elementals,1836.34,Foundation Breaker,1,0.49
Elementals,1836.34,Subtlety,1,6.09
Grixis Control,1262.82,Lurrus of the Dream-Den,1,6.92
Grixis Control,1262.82,"Ragavan, Nimble Pilferer",4,345.28
Grixis Control,1262.82,Snapcaster Mage,4,182.88
Grixis Control,1262.82,Cling to Dust,1,0.35
Grixis Control,1262.82,Consider,3,6.0
Grixis Control,1262.82,Inquisition of Kozilek,3,9.3
Grixis Control,1262.82,Lightning Bolt,2,4.02
Grixis Control,1262.82,Unholy Heat,4,2.0
Grixis Control,1262.82,Drown in the Loch,4,8.0
Grixis Control,1262.82,Expressive Iteration,4,25.84
Grixis Control,1262.82,Terminate,1,0.94
Grixis Control,1262.82,Kolaghan's Command,3,32.25
Grixis Control,1262.82,Engineered Explosives,1,18.99
Grixis Control,1262.82,Mishra's Bauble,4,44.52
Grixis Control,1262.82,Dress Down,1,2.66
Grixis Control,1262.82,Blackcleave Cliffs,2,66.0
Grixis Control,1262.82,Blood Crypt,1,16.88
Grixis Control,1262.82,Bloodstained Mire,1,39.99
Grixis Control,1262.82,Darkslick Shores,2,34.24
Grixis Control,1262.82,Island,2,0.0
Grixis Control,1262.82,Mountain,1,0.0
Grixis Control,1262.82,Polluted Delta,4,195.8
Grixis Control,1262.82,Scalding Tarn,3,99.33
Grixis Control,1262.82,Steam Vents,2,30.54
Grixis Control,1262.82,Swamp,2,0.0
